id,price
0,2853.34
1,5519.469166666668
2,9580.85
3,4170.369166666666
4,1672.83
5,6238.08
6,4963.72
7,4213.096666666667
8,5034.42
9,16488.074333333334
10,4405.56
11,874.815
12,3085.313333333333
13,1637.5586666666668
14,2469.38
15,1222.9783333333335
16,1449.3433333333332
17,4095.7849999999994
18,4163.75
19,877.8510000000002
20,2272.71
21,5076.95
22,4337.23
23,620.5319999999999
24,15202.435
25,1074.82
26,540.22
27,929.5969047619047
28,1589.8366666666668
29,889.1900000000002
30,10872.83
31,528.565
32,4024.26
33,682.1489999999999
34,636.01
35,2371.615
36,6480.703
37,2473.51
38,2889.521666666667
39,774.63
40,522.74
41,9494.926666666666
42,923.53
43,1890.78
44,10194.3425
45,2722.84
46,980.6833333333333
47,739.1475
48,1206.4150000000002
49,2888.24
50,616.995
51,4732.535
52,2892.95
53,6892.940333333333
54,5618.21
55,2130.18
56,9201.874
57,2413.92
58,4419.760333333334
59,2649.0580000000004
60,1277.38
61,487.06
62,7049.35
63,1180.1168333333333
64,8795.6
65,17129.305
66,809.4621666666667
67,12342.96
68,5375.95
69,9160.92
70,498.6533333333333
71,743.1995000000002
72,837.183
73,1251.19
74,5339.78
75,1840.3433333333332
76,8516.1875
77,14372.62
78,2800.795
79,6262.73
80,11008.2
81,2117.9625
82,14015.130833333335
83,6066.2075
84,928.7666666666669
85,7752.3
86,1040.71
87,12303.42
88,7511.24
89,14664.095
90,4943.444
91,1356.29
92,993.6083333333335
93,769.18
94,16082.84
95,503.51
96,14716.27
97,15149.5
98,13021.62
99,735.79
100,2534.64
101,563.0341666666667
102,621.2675
103,450.87
104,1007.59
105,1630.7038333333333
106,1326.52
107,801.9689999999999
108,1069.75
109,748.2803333333333
110,641.875
111,985.2475
112,1836.56
113,1657.8699999999997
114,1316.01
115,5313.825
116,5204.935
117,15299.71
118,483.08
119,16821.990833333333
120,1334.15
121,1801.78
122,1178.3990000000001
123,534.6833333333334
124,660.3861666666667
125,1308.07
126,1103.515
127,13275.12
128,5426.94
129,4886.38
130,6263.557833333334
131,3221.44
132,6907.94
133,1028.42
134,3951.97
135,995.4743333333332
136,610.888
137,7461.716666666667
138,647.3368333333333
139,3879.37
140,788.8661666666667
141,976.0525000000001
142,3646.69
143,3623.33
144,685.9214999999999
145,6297.43
146,15831.29
147,5246.388333333332
148,2569.69
149,1889.52
150,2367.0741666666668
151,1759.5881904761904
152,11494.061666666665
153,2868.04
154,624.6983333333333
155,13642.19
156,3829.989
157,3024.68
158,3979.9866666666667
159,856.5666666666667
160,7849.1523333333325
161,9286.826666666666
162,716.2743333333333
163,640.662
164,5641.150833333334
165,11076.3
166,3373.415
167,4506.2609999999995
168,3428.8275
169,11325.46
170,716.2539999999999
171,1656.71
172,4767.69
173,2076.98
174,6275.328666666667
175,1768.902380952381
176,4312.62
177,3660.57
178,2639.4283333333337
179,3438.0679999999998
180,3464.895
181,1614.82
182,1014.2993333333334
183,1670.955
184,753.17
185,4095.93
186,974.8649999999999
187,841.9
188,505.99
189,1841.737
190,2321.23
191,730.9535238095237
192,746.5666666666666
193,6530.09
194,3631.51
195,2533.01
196,733.1475
197,12889.94
198,529.0356666666668
199,8993.82
200,10510.41
201,6677.35
202,649.5033333333333
203,846.8
204,6381.23
205,3745.05
206,635.655
207,2891.83
208,1076.95
209,8378.69
210,2806.6
211,6638.495
212,11145.67
213,489.4700000000001
214,1264.35
215,873.38
216,2572.1566666666668
217,2468.22
218,1077.6866666666667
219,1603.4
220,2282.24
221,2151.34
222,9013.18
223,1050.0866666666666
224,1199.8717976190478
225,4291.264166666667
226,3664.273333333333
227,2168.59
228,6387.415
229,1925.0983333333334
230,5012.343333333333
231,1482.6170000000002
232,1458.6516666666666
233,1659.85
234,935.76
235,8268.15
236,1296.4625
237,950.0432380952382
238,4366.93
239,7678.7965
240,5961.09
241,817.17
242,15083.92
243,4463.6375
244,554.4166666666667
245,1021.5666666666666
246,2451.3916666666664
247,7425.97
248,11193.56
249,5557.18
250,5886.03
251,1617.455
252,2928.99
253,5137.29
254,5242.982833333334
255,1233.4766666666665
256,748.3385000000001
257,1957.92
258,899.9266666666667
259,15109.583333333336
260,6438.856000000001
261,4750.37
262,1766.3635000000002
263,4013.485
264,747.5230000000001
265,2360.66
266,9533.74
267,1777.7709285714286
268,984.82
269,8648.2525
270,7545.64
271,908.294
272,4343.608833333333
273,5310.6066666666675
274,508.7663333333333
275,862.7943333333334
276,6464.271666666667
277,540.22
278,6516.835
279,7672.053333333333
280,1609.46
281,2709.21
282,3859.11
283,9390.18
284,8927.773333333334
285,11514.79
286,4946.19
287,15618.26
288,1775.7615000000003
289,5871.2
290,395.79
291,8781.143333333333
292,17532.093333333334
293,782.3
294,7732.267
295,1795.0166666666667
296,2014.06
297,769.1437142857144
298,445.4786666666667
299,5792.685
300,2362.295
301,1143.4
302,3681.05
303,5432.03
304,5834.525
305,8538.374166666668
306,1031.23
307,1034.52
308,1789.033333333333
309,2278.07
310,1924.405
311,417.52666666666664
312,6868.481
313,5099.928
314,2474.61
315,10583.721666666668
316,667.2433333333335
317,1074.49
318,802.32
319,7852.06
320,4897.29
321,534.4203333333334
322,437.78
323,516.54
324,880.18
325,5612.700047619047
326,1708.695
327,1878.0299999999997
328,6576.37
329,596.54
330,16948.92
331,2419.77
332,846.6361904761902
333,7831.84
334,3415.56
335,1879.7666666666669
336,16340.17
337,850.1466666666668
338,906.174
339,5901.06
340,730.7710000000001
341,1685.29
342,671.4168333333332
343,4228.9
344,4411.698333333333
345,1673.8483333333334
346,693.92
347,2525.36
348,4814.653333333333
349,783.5148095238096
350,3136.26
351,459.95
352,2758.4066666666663
353,1916.1951666666669
354,659.0988333333333
355,1462.31
356,872.515
357,11858.299333333334
358,1517.6
359,471.95
360,904.956761904762
361,8449.516666666666
362,591.82
363,9419.42
364,4187.66
365,709.2758333333333
366,612.6626666666666
367,4589.22
368,1795.98
369,637.5186666666667
370,776.888
371,758.0673333333334
372,5991.69
373,774.0926666666667
374,418.91
375,884.1676666666667
376,660.59
377,4235.3358333333335
378,2745.63
379,662.785
380,4620.208
381,485.07
