id,price
0,2795.7456822350587
1,5743.910306860453
2,9725.993836332287
3,3956.892428858963
4,1556.9437709775693
5,6077.540736467691
6,4825.261325101275
7,4336.33611001793
8,5467.638710272324
9,15127.113037830928
10,4501.960239139943
11,801.1935945605602
12,2936.555562886728
13,1616.6679605699535
14,2527.8695081878536
15,1165.2834014088548
16,1575.3707052008203
17,4067.4104593834445
18,4061.679929846244
19,898.2784734057072
20,2074.99038145892
21,5329.958270194422
22,4255.126836322559
23,598.6512469874924
24,16448.16680973128
25,1129.8324189270515
26,572.1242593971238
27,1036.0333076521651
28,1563.5466589669927
29,883.0199800602338
30,10284.348990331768
31,626.6038698811358
32,4099.431200030961
33,748.9497753926048
34,752.7376834283924
35,2447.566370676004
36,6258.337272672457
37,2774.063452040728
38,2843.2920121475527
39,700.5079479441584
40,510.98096423725406
41,9025.372613991069
42,887.078041228921
43,1781.3759426482202
44,10178.003316205248
45,2489.200956684981
46,974.9686631803289
47,869.903557366179
48,1146.7503823984655
49,2838.052316101
50,653.8232324333311
51,4588.056667225318
52,3021.164291957614
53,6867.27026498747
54,5688.674868102501
55,2251.2576989008808
56,8703.024534314194
57,2431.7428051574325
58,4385.084640179773
59,2777.036022511285
60,1233.0441192998355
61,525.1866142681155
62,6710.88561070227
63,1113.6622244628074
64,8535.202063268172
65,17870.10966654182
66,906.6003062083748
67,11834.708554806084
68,5480.437317761698
69,9358.69050822208
70,421.69896063279265
71,671.1348982888513
72,769.5602203394902
73,1287.0516735815727
74,5194.680290860785
75,1848.9807996338657
76,8550.4434065595
77,14344.088178333186
78,2731.261958433818
79,6563.285817022681
80,10691.818873927054
81,2015.2658319793106
82,14746.882759135751
83,6709.478911954049
84,901.8181609553375
85,7606.998219169967
86,1071.2699202671229
87,12180.699388899897
88,8659.808237862348
89,15223.50735865509
90,4905.60834324815
91,1305.8750040657874
92,1003.0308896846125
93,881.3904133781048
94,16040.414826463673
95,468.77433318149224
96,14374.884596775508
97,14644.973861815168
98,12419.414722954294
99,673.6692881573167
100,2571.2924213589713
101,760.5375788731161
102,691.2737687812837
103,465.8466026397995
104,988.9206931754534
105,1728.2257148382591
106,1447.6787402789298
107,779.8292211611176
108,1100.5658599785447
109,702.9780903032037
110,608.2823927203856
111,1124.5118251539234
112,1839.702552490508
113,1699.593214406415
114,1412.1041466249424
115,5121.42223561117
116,5087.780866047104
117,14380.268893261415
118,513.5976715445627
119,16699.93661989978
120,1558.1752433217023
121,1564.5094929118234
122,1099.9009726203994
123,529.3258164435694
124,674.4098256284929
125,1337.2496510065419
126,1134.3994161215996
127,13390.380749314581
128,5606.669763782116
129,5250.899909275797
130,6462.783616560264
131,3314.4656548298112
132,6698.913986609109
133,1066.2690525979979
134,3359.617571367488
135,1050.5737324715262
136,639.2524022359603
137,7033.860991004421
138,534.393029397625
139,4375.010175879949
140,878.5371281868418
141,888.8709740923559
142,3513.8049948794455
143,4213.335536425149
144,734.0797668670707
145,6248.867233795082
146,15852.846112483152
147,5217.566464320057
148,2571.6440600352494
149,1873.44645794701
150,2251.1776040933214
151,1764.8708029799366
152,12161.615054512811
153,2862.2263028806656
154,615.9406720953582
155,14454.285106508283
156,2944.6839006979385
157,2914.2793658745363
158,3929.0525607946497
159,857.8074307053092
160,7940.498221144285
161,9946.42060303645
162,693.8356702563831
163,679.4796803885674
164,5604.271843247464
165,11107.72591394366
166,3270.515118771386
167,4693.826521336697
168,3330.507008620517
169,11127.860420560133
170,761.8480462524423
171,1619.403596740065
172,4739.52174736789
173,2009.0788435256134
174,6367.4364824620025
175,1801.7805636561598
176,4351.071822100181
177,3414.0503889407573
178,2579.4321079409438
179,3311.2735861564965
180,3426.036999040757
181,1727.944192182812
182,919.7367760233285
183,1595.0024959394732
184,717.0080886163611
185,3980.591136893785
186,897.8758894968909
187,847.3148593452296
188,467.0069794266507
189,1807.077708198524
190,2295.920449704147
191,742.6219123074997
192,794.1717839818159
193,6391.7585776124815
194,3990.3570181147757
195,2451.0583650843296
196,653.45542812556
197,13418.52887671167
198,662.6307106997389
199,8937.22075477699
200,10106.649085422074
201,6306.595900223291
202,690.7628862747192
203,767.9210587690181
204,6344.891136992579
205,3549.5090911702787
206,639.5704533293202
207,3111.020403081392
208,942.62582393066
209,7760.975799533584
210,2574.125875356459
211,7093.318748303437
212,10956.723287007875
213,421.2240927784558
214,1265.6827860020467
215,925.9255448845337
216,2682.007692707628
217,2525.93954504062
218,789.2472780595749
219,1450.8859410206878
220,1836.1441596081688
221,2068.2624356129177
222,8938.074190600202
223,1066.590904403687
224,1201.5954625603658
225,4505.452352973632
226,4143.28676513251
227,1928.9517288407555
228,6491.555309762761
229,1826.2689635585868
230,5110.139360102113
231,1487.533991537453
232,1104.5941762340206
233,1607.6331746981482
234,903.2487669761776
235,8382.491873681352
236,1219.244546407982
237,1013.9766522359128
238,4130.27541118275
239,8617.100032744938
240,6032.871293231212
241,839.0625693249636
242,15562.90967896724
243,4464.937353323772
244,456.3923585109655
245,986.31967397288
246,2595.6659392587467
247,7389.844598534798
248,10698.938407158912
249,5700.698607352576
250,5491.802241124604
251,1537.964906812178
252,2762.394749651252
253,5124.637433785041
254,5196.169690019006
255,1303.1127632838552
256,650.9382062672433
257,1963.4294750918539
258,859.7721531756373
259,14443.275210945274
260,6406.855403232097
261,4808.756732806521
262,1746.3950147596981
263,3704.9743512713644
264,760.240225891422
265,2330.812914632062
266,9593.001370775692
267,1790.2213375851802
268,1106.6496289079662
269,8914.311605139676
270,7478.524590046217
271,776.8587881489278
272,4385.528725503541
273,5107.0178533474755
274,486.31068339289556
275,911.7726990187164
276,6264.892825193349
277,544.978608096002
278,6600.0540232334
279,8072.258203406607
280,1564.87030554932
281,2703.8997150097043
282,3879.6947302177255
283,9134.819755038328
284,8814.726538150251
285,11047.098395515617
286,5400.656689516962
287,16274.777434906478
288,1766.476587694134
289,6158.623185407883
290,357.0385698109332
291,8606.451395346416
292,16290.316079742306
293,864.0604384343555
294,7535.134665985231
295,1793.4944610627547
296,2099.737353189226
297,713.8482796015608
298,274.8930962279004
299,5712.299729890981
300,2052.735781064161
301,1160.7848032198167
302,3549.3243237855595
303,5850.952491316497
304,5776.5834542001885
305,8597.033707888468
306,1072.5180747713107
307,1006.740948129665
308,1782.2457083403422
309,2099.9002788145694
310,1778.5678238980968
311,508.3709747724305
312,7877.10505203602
313,5290.180238843322
314,2291.876873276175
315,10146.48801286064
316,734.4784770924573
317,999.2804007821779
318,886.0351890395417
319,8015.688036282895
320,5081.022075975444
321,497.62349281647977
322,454.4626038893537
323,513.6799360824799
324,898.9418759215924
325,5738.544463809755
326,1570.9226207782428
327,1725.294359986559
328,6430.8204569817935
329,649.3836706712542
330,17256.72723875896
331,2264.833373608364
332,808.5147803708187
333,8683.828697905972
334,3520.8124069873506
335,1809.6885543361147
336,14986.340153253703
337,921.9285770968735
338,973.2149561650486
339,6068.949226517343
340,677.4395748478787
341,1586.585463510803
342,634.157562152002
343,4385.4968939377895
344,4359.397978774659
345,1717.9794171667913
346,681.5673136944217
347,2507.8702620428826
348,4949.222861326525
349,791.6430105188944
350,3235.8303578943464
351,483.2492616445591
352,2800.933833793386
353,1982.8209175415363
354,649.3585056795179
355,1477.9118937322767
356,724.0021915994786
357,11414.446608680048
358,1460.9413319982077
359,417.03138361504443
360,973.0197243451627
361,8203.53760156245
362,586.3855738750002
363,8493.700597126744
364,3452.1939945985296
